Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,bounded_mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
250,10040,1.1395903825759888,1.0457545518875122,1.0452520847320557,0.9548042416572571,40,29.347668171302878,wooden_spoon,0.3120756447315216,espresso,0.17261576652526855,cup,0.05379876121878624,plate,0.022491173818707466,spatula,0.016797609627246857,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
251,10080,1.1245371103286743,1.05460524559021,1.057361125946045,0.9719642996788025,40,29.439953639786157,wooden_spoon,0.3112262487411499,espresso,0.18673217296600342,cup,0.05467000603675842,plate,0.021908268332481384,spatula,0.016323961317539215,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
252,10120,1.1055933237075806,1.0567095279693604,1.0536179542541504,1.0021604299545288,40,29.989554988164592,wooden_spoon,0.28379082679748535,espresso,0.17823465168476105,cup,0.05413271114230156,plate,0.024171452969312668,spatula,0.017229896038770676,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
253,10160,1.0945042371749878,1.0514514446258545,1.048805832862854,1.0041685104370117,40,29.367687228974745,wooden_spoon,0.2773074209690094,espresso,0.18291105329990387,cup,0.06073348596692085,plate,0.023308539763092995,spatula,0.016109535470604897,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
254,10200,1.1122677326202393,1.057787299156189,1.0573837757110596,1.0070419311523438,40,28.25166923170819,wooden_spoon,0.2995624840259552,espresso,0.18716292083263397,cup,0.0583060197532177,plate,0.019767532125115395,spatula,0.0157135259360075,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
255,10240,1.1410878896713257,1.0723845958709717,1.068640947341919,0.9954954385757446,40,29.89834941419519,wooden_spoon,0.32034972310066223,espresso,0.17934797704219818,cup,0.0572037398815155,plate,0.019909916445612907,spatula,0.01688225008547306,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
256,10280,1.1599156856536865,1.084303617477417,1.0886067152023315,0.98470139503479,40,31.952250915511705,wooden_spoon,0.33412203192710876,espresso,0.17431223392486572,cup,0.0579693578183651,plate,0.020223772153258324,spatula,0.016420530155301094,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
257,10320,1.1581729650497437,1.0914040803909302,1.0930758714675903,1.0216459035873413,40,33.3637996628589,wooden_spoon,0.3360891342163086,espresso,0.177836075425148,cup,0.052958894520998,plate,0.019923066720366478,spatula,0.016300654038786888,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
258,10360,1.1657241582870483,1.0979310274124146,1.0996776819229126,1.0053668022155762,40,34.594820120870736,wooden_spoon,0.3402004837989807,espresso,0.17452608048915863,cup,0.051252372562885284,plate,0.021527234464883804,spatula,0.016329467296600342,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
259,10400,1.1907423734664917,1.1087528467178345,1.109678030014038,1.0334583520889282,40,35.56354110699951,wooden_spoon,0.3650837540626526,espresso,0.17436598241329193,cup,0.050633423030376434,plate,0.019422372803092003,spatula,0.018091518431901932,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
260,10440,1.1784790754318237,1.1207265853881836,1.1242563724517822,1.0076215267181396,40,35.91826251483293,wooden_spoon,0.3550288677215576,espresso,0.1764509230852127,cup,0.04710743576288223,plate,0.02145988866686821,spatula,0.017531869933009148,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
261,10480,1.216328501701355,1.14289128780365,1.133858323097229,1.0959757566452026,40,36.37702299082351,wooden_spoon,0.37989866733551025,espresso,0.16348521411418915,cup,0.04221190884709358,plate,0.02076484076678753,spatula,0.017320072278380394,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
